IncidentDate,Time,MGRS,Latitude,Longitude,Admin0,Admin1,Admin2,Explosion?,ExplosionType,Attacks?,IncidentType,GroupInitiating,Targets,IncidentCategory,Description,DeathCount,InjuredCount,CivilianInjuries?,Within5km?,Source,ConflictOrCrimeOriented,Notes
2024-11-20,,37PDM5946928670,10.2101,38.6299,Amhara,,North Shewa (OR),No,,Yes,Armed Assault,FANO & ENDF,FANO & ENDF,Miscellaneous,"On Nov 20, 2024 Heavy clashes erupted between government forces and Fano militants in the Kulkuwal Ber and Minziro areas of Gondar Zuriya Woreda, Central Gondar Zone. The fighting caused numerous casualties on both sides, with Fano insurgents capturing several government personnel.",NO,0,No,No,PLSO,conflict Oriented,
2024-11-20,,37PCP4671570099,12.3901,37.59,Amhara,,Central Gonder,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 20, 2024 Intense clashes broke out between government security forces and Fano fighters in the Ambo Meda area of the Libo Kemkem Woreda, South Gondar Zone. During the conflict, eleven innocent civilians, including a four-year-old boy, were tragically killed by government security forces. These civilians were uninvolved in the fighting.",Yes,0,No,No,PLSO,conflict Oriented,
2024-11-20,,37PCP6725943458,12.1502,37.78,Amhara,,South Gonder,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 20, 2024 Heavy clashes occurred between government security forces and Fano militants in Melbye, situated in the Melza Kebele of the Ebinat Woreda, South Gondar Zone. Tragically, innocent civilians, unrelated to the conflict, were killed during the violence.",NO,0,No,No,PLSO,conflict Oriented,
2024-11-20,,37PDP1189453242,12.2402,38.1899,Amhara,,South Gonder,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 20, 2024 Intense clashes broke out between government security forces and Fano fighters in the Ambo Meda area of the Libo Kemkem Woreda, South Gondar Zone. During the conflict, government security forces killed eleven innocent civilians, including a four-year-old boy. These civilians were uninvolved in the fighting.",Yes,0,No,No,PLSO,conflict Oriented,
2024-11-20,,37PCP6726243457,12.1502,37.7801,Amhara,,South Gonder,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 20, 2024 Intense clashes erupted between government forces and Fano rebels in the Agat area of the Tach Gayint Woreda, South Gondar Zone.",Yes,0,No,No,PLSO,conflict Oriented,
2024-11-20,,37PDN5202877954,11.5602,38.56,Amhara,,South Gonder,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 20, 2024Intense fighting between government security forces and Fano fighters continued following clashes from the previous days in the Gelila area of the Dembecha Zuriya Woreda, West Gojjam Zone.",NO,0,No,No,PLSO,conflict Oriented,
2024-11-20,,37PCM2054264494,10.5301,37.36,Amhara,,West Gojam,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On November 20th, 2024 Ethiopia's Document Verification and Registration Service identified 171 fraudulent documents in the first quarter of the fiscal year. These included 148 fake identification cards and various forged certificates. The institution emphasizes that mandatory digital ID implementation and covert electronic stamps aim to prevent document fraud in its Addis Ababa branches.( source: Ahadu Radio)",NO,0,No,No,PLSO,conflict Oriented,
2024-11-20,,37PDK7297496750,9.0171,38.7541,Addis Ababa,,Addis Ababa,No,,No,Fraudulent Documents,Individuals,GOE,Miscellaneous,"On November 20th, OLF-OLA: Residents of Dharraa in North Shewa are reportedly facing relentless aerial and ground attacks, resulting in widespread displacement. Victims have fled to wilderness areas without shelter or support. The Oromo Liberation Army stated that it is investigating whether these attacks involve Amhara militias or government forces disguised to incite conflict, vowing to hold perpetrators accountable.",NO,0,No,No,Media/ PLSO,Crime Oriented,
2024-11-20,,37PDM6708330099,10.2231,38.6994,Oromia,,Dharraa/ North Shewa,No,,Yes,ground attacks,UAG,civilian,Miscellaneous,"On November 20th, 2024 Traders in Burayu, Sheger City, Oromia Region, staged a strike protesting the government's collection of additional contributions under various pretexts. Sources indicate that most traders have closed their shops for three days, vowing not to resume operations until their grievances are addressed. The traders claim the combined demands of annual taxes and unplanned levies have caused significant financial losses, with security forces reportedly pressuring them to reopen their businesses.(source: Wazema Radio: )",NO,0,No,No,Media/ PLSO,Politically Oriented,
2024-11-20,,37PDL6062701959,9.0641,38.6417,Oromia,,"Burayu, Sheger City",No,,No,Market strike,Traders,community,Miscellaneous,"On Nov 20, 2024 Intense new clashes, accompanied by artillery shelling, occurred between government security forces and Fano fighters in the Guramba area of the Dembiya Woreda, Central Gondar Zone.",NO,0,No,No,Media/ PLSO,Economic Oriented,
2024-11-20,,37PCP2172272454,12.4101,37.36,Amhara,,Central Gonder,Yes,,Yes,Shelling/Artillery/missile attack,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 19, 2024 Following the occupation of Fano fighters in Dembecha Town, government forces conducted multiple drone strikes in the Dembecha Woreda, West Gojjam Zone.",NO,0,No,No,PLSO,conflict Oriented,
2024-11-19,,37PCM2054564501,10.5302,37.3601,Amhara,,West Gojam,Yes,,Yes,Drone Strike,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 19, 2024 Fano fighters launched a surprise attack on government forces in Debre Markos, East Gojjam Zone. The attackers entered from three directions—near the prison, Teachers’ Education College, and Technical and Vocational College—resulting in numerous casualties and captures among government forces.",NO,0,No,No,PLSO,conflict Oriented,
2024-11-19,,37PCM6094542192,10.3302,37.73,Amhara,,East Gojam,No,,Yes,Ambush,FANO & ENDF,FANO & ENDF,Miscellaneous,"On Nov 19, 2024 Fano fighters ambushed government security forces in the Chelemit area of the Mida Woremo Woreda, North Shewa Zone, causing significant casualties.",Yes,0,No,No,PLSO,conflict Oriented,
2024-11-19,,37PEM0110433068,10.2501,39.0101,Amhara,,North Shewa (AM),No,,Yes,Ambush,FANO & ENDF,FANO & ENDF,Miscellaneous,"On Nov 19, 2024 Fano militants launched an ambush attack on government security forces in the Sanka area of the Guba Lafto Woreda, near Woldiya City, the capital of North Wollo Zone. The ambush resulted in significant casualties, including the deaths of numerous government security personnel.",Yes,0,No,No,PLSO,conflict Oriented,
2024-11-19,,37PEP5557003403,11.7902,39.5101,Amhara,,North Wollo,No,,Yes,Ambush,FANO & ENDF,FANO & ENDF,Miscellaneous,"On Nov 19, 2024 Fierce fighting broke out between government security forces and Fano rebels on the outskirts of Addis Kidam town, Faggeta Lekoma Woreda, Agew Awi Zone.",Yes,0,No,No,PLSO,conflict Oriented,
2024-11-19,,37PBN7061025650,11.0802,36.9001,Amhara,,Awi,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 19, 2024 Fresh and Intense clashes broke out between government forces and Fano rebels in the Debay Telatgen Woreda, East Gojjam Zone.",NO,0,No,No,PLSO,conflict Oriented,
2024-11-19,,37PCM8949965320,10.5402,37.9901,Amhara,,East Gojam,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 19, 2024 Intense fighting erupted between government security forces and Fano insurgents. The clashes continued from November 19th into the 20th, particularly in the Jib Asra area of the Este Woreda, South Gondar Zone.",NO,0,No,No,PLSO,conflict Oriented,
2024-11-19,,37PCN9856770342,11.4902,38.07,Amhara,,South Gonder,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 19, 2024 Heavy clashes between government forces and Fano fighters in the Este Woreda, South Gondar Zone, led to major casualties. Afterward, government forces set fire to Fano militants' homes, damaged their property, and assaulted their family members.",No,0,No,No,PLSO,conflict Oriented,
2024-11-19,,37PCN9753184718,11.6201,38.06,Amhara,,South Gonder,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 19, 2024 Clashes erupted between government forces and UAGs in Agat, Tach Gayint Woreda. Gunfire near Arb Gebeya in the evening subsided, but the situation remains volatile.",No,0,No,No,PLSO,conflict Oriented,
2024-11-19,,37PDN5202177942,11.5601,38.56,Amhara,,South Gonder,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 19, 2024 Clashes erupted between government forces and UAGs in Agat, Tach Gayint District. Gunfire near Arb Gebeya in the evening subsided, but the situation remains volatile.",NO,0,No,No,PLSO,conflict Oriented,
2024-11-19,,37PDN5203977962,11.5602,38.5601,Amhara,,South Gonder,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 19, 2024 Intense clashes occurred between government forces and Fano insurgents in the Dera Woreda, South Gondar Zone, as Fano groups from both Gojjam and Gondar fought together against the government, causing substantial casualties.",NO,0,No,No,PLSO,conflict Oriented,
2024-11-19,,37PDN5202777956,11.5602,38.56,Amhara,,South Gonder,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 19, 2024 Fighting between government forces and Fano militants erupted in the Dembecha Woreda, West Gojjam Zone, causing heavy casualties.",NO,0,No,No,PLSO,conflict Oriented,
2024-11-19,,37PCN5610083786,11.6102,37.6801,Amhara,,South Gonder,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On November 19th, OLF-OLA: The Oromo Liberation Army (OLA) accused government forces of burning civilian homes in the Cawwaqaa Woreda, Buno Bedele Zone, as retaliation for military losses in the area. The OLA claimed the attacks targeted innocent farmers, violating warfare norms, and alleged that the government seeks to punish civilians near conflict zones to suppress resistance.",Yes,0,No,No,PLSO,conflict Oriented,
2024-11-19,,37PCM2054164503,10.5302,37.36,Amhara,,West Gojam,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 19, 2024 Heavy gunfire erupted in the Koshasha Metaya area of Bahir Dar City. The details remain unknown.",Yes,0,No,No,PLSO,conflict Oriented,
2024-11-19,,37PBK0868235805,8.457,36.3543,Oromia,,Cawwaqaa Woreda/ Buno Bedele Zone,No,,Yes,Burning civilian homes,GOE,civilian,Miscellaneous,"On Nov 18, 2024 Fano militants ambushed the ENDF in the Aradum Hilina River area of Raya Kobo Woreda en route from Kobo town in the Raya Kobo Woreda to Woldiya City in the North Wollo Zone. The ambush resulted in significant casualties.",NO,Yes,Yes,No,PLSO,conflict Oriented,
2024-11-19,,37PCN2444680621,11.5801,37.39,Amhara,,West Gojam,No,,Yes,Gunfight / Shooting,FANO & ENDF,FANO & ENDF,Crime,"On Nov 18, 2024Fano fighters ambushed two government military vehicles near Azaba in the Dera Woreda, South Gondar Zone, using bombs. The attack caused heavy casualties among government forces. In retaliation, government forces killed a youth by burning him with kerosene and destroyed several motorbikes.",NO,0,No,No,PLSO,conflict Oriented,
2024-11-18,,37PEP6963838818,12.1102,39.64,Amhara,,North Wollo,No,,Yes,Ambush,FANO & ENDF,FANO & ENDF,Miscellaneous,"On Nov 18, 2024Serious clashes between government forces and Fano rebels in the Metaya Kebele, Enarj Enawga Woreda, East Gojjam Zone, resulted in significant casualties.",yes,0,No,No,PLSO,conflict Oriented,
2024-11-18,,37PCN5608183779,11.6102,37.6799,Amhara,,South Gonder,No,,Yes,Ambush,FANO & ENDF,FANO & ENDF,Miscellaneous,"On Nov 18, 2024 Fresh intense clashes broke out between government security forces and Fano in the Dembecha Woreda, West Gojjam Zone.",yes,0,No,No,PLSO,conflict Oriented,
2024-11-18,,37PDM1470481817,10.6901,38.22,Amhara,,East Gojam,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 17, 2024 Fano insurgents ambushed government forces and military vehicles near Mehal Amba, Habru Woreda, North Wollo Zone, during a journey from Mersa to Wurgessa. The ambush sparked heavy clashes between the two sides in the area.",yes,0,No,No,PLSO,conflict Oriented,
2024-11-18,,37PCM2054564500,10.5302,37.3601,Amhara,,West Gojam,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 17, 2024 Fano militants ambushed the ENDF in the Aradum Hilina River area of the Raya Kobo Woreda en route from Kobo town in the Raya Kobo Woreda to Woldiya City in the North Wollo Zone. The ambush resulted in significant casualties.",No,0,No,No,PLSO,conflict Oriented,
2024-11-17,,37PEN8282690186,11.6701,39.7599,Amhara,,North Wollo,No,,Yes,Ambush,FANO & ENDF,FANO & ENDF,Miscellaneous,"On Nov 17, 2024 Fano militants launched surprise attacks on government forces and Prosperity Party officials in the Raya Kobo Woreda areas like Zobel, Robit, and Chobie Ber.",No,0,No,No,PLSO,conflict Oriented,
2024-11-17,,37PEP6964238812,12.1101,39.64,Amhara,,North Wollo,No,,Yes,Ambush,FANO & ENDF,FANO & ENDF,Miscellaneous,"On Nov 17, 2024 Fano militants launched surprise attacks on government forces and Prosperity Party officials in Sanka, Guba Lafto Woreda, North Wollo Zone.",,0,No,No,PLSO,conflict Oriented,
2024-11-17,,37PEP6963638817,12.1102,39.6399,Amhara,,North Wollo,No,,Yes,Ambush,FANO & ENDF,FANO & ENDF,Miscellaneous,"On Nov 17, 2024 Fano rebels ambushed the ENDF at Chis Abalima in the Ambassel Woreda, South Wollo Zone, sparking heavy confrontations that resulted in significant casualties. The head of the Ambassel Woreda Militia Office was injured in the attack and taken to the hospital.",No,0,No,No,PLSO,conflict Oriented,
2024-11-17,,37PEP5556203402,11.7902,39.51,Amhara,,North Wollo,No,,Yes,Ambush,FANO & ENDF,FANO & ENDF,Miscellaneous,"On Nov 17, 2024 Fano militants launched an ambush on government security forces at Golo River in the Ambassel Woreda while en route from Wuchale town in the Ambassel Woreda, South Wollo Zone to Wurgessa town in the Habru Woreda, North Wollo Zone.",No,0,No,No,PLSO,conflict Oriented,
2024-11-17,,37PEN5452271324,11.5001,39.4999,Amhara,,South Wollo,Yes,,Yes,Ambush,FANO & ENDF,FANO & ENDF,Miscellaneous,"On Nov 17, 2024 Intense fighting erupted between the two sides in the Sharota area near Addis Kidam town in the Faggeta Lekoma Woreda, Agew Awi Zone, leading to major casualties.",yes,Yes,No,No,PLSO,conflict Oriented,
2024-11-17,,37PEN5451671337,11.5002,39.4999,Amhara,,South Wollo,No,,Yes,Ambush,FANO & ENDF,FANO & ENDF,Miscellaneous,"On Nov 17, 2024 Heavy clashes broke out between government security forces and Fano rebels at Digayi Kidanemihiret near Tilili town in the Guagusa Shekudad Woreda, Agew Awi Zone, resulting in significant casualties.",No,0,No,No,PLSO,conflict Oriented,
2024-11-17,,37PBN7060225655,11.0802,36.9,Amhara,,Awi,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 17, 2024 Intense fighting began in the morning between government security forces and Fano rebels in the Woyin Wuha area of the Bibugn Woreda, East Gojjam Zone.",yes,0,No,No,PLSO,conflict Oriented,
2024-11-17,,37PBM8463197901,10.8302,37.03,Amhara,,Awi,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 17, 2024 Heavy clashes broke out starting in the morning between government security forces and Fano militants in the Gudalema area, Aneded Woreda, East Gojjam Zone.",yes,0,No,No,PLSO,conflict Oriented,
2024-11-17,,37PCM6336497480,10.8302,37.7501,Amhara,,East Gojam,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 17, 2024Heavy clashes involving heavy weaponry broke out between government security forces and Fano insurgents in the Menjarna Shenkora Woreda, North Shewa Zone.",No,0,No,No,PLSO,conflict Oriented,
2024-11-17,,37PCM7732325541,10.1801,37.8801,Amhara,,East Gojam,Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 17, 2024 Intense new clashes erupted between government security forces and Fano rebels in Keyit Chiraro Debir, located in the Debre Berhan Zuriya/Basona Werana Woreda, approximately five kilometers from Debre Berhan City, the capital of North Shewa Zone.",No,0,No,No,PLSO,conflict Oriented,
2024-11-17,,37PEK5496386069,8.9202,39.4999,Amhara,,North Shewa (AM),Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 17, 2024 Fano militants launched a surprise attack on the Angolela/Seminesh military camp located in Tebasie Sub-City of Debre Berhan City, North Shewa Zone. The sudden assault resulted in significant casualties.",No,0,No,No,PLSO,conflict Oriented,
2024-11-17,,37PEL5813176724,9.7401,39.53,Amhara,,North Shewa (AM),Yes,,Yes,Battle,FANO & ENDF,FANO & ENDF,Explosives/Remote Violence,"On Nov 17, 2024 The ongoing intense conflicts between the Fano and government security forces continued but decreased compared to previous days as the government security forces withdrew to the Genda Wuha City military camp in the West Gondar Zone.",No,0,No,No,PLSO,conflict Oriented,
